age,d13,d13a,co2,D13_wet,D13_dry,d13_wet,d13_dry
2.9107,-21.67,-6.4012,374.9885007,21.60379843,14.97379843,-27.41277829,-21.0596554
2.9243,-25.42,-6.5332,316.3949332,21.59431635,14.96431635,-27.53296088,-21.18056369
2.9386,-22.36,-6.097133333,340.5562729,21.59862165,14.96862165,-27.11021178,-20.75508004
2.9518,-22.13,-6.1144,363.8743586,21.60223453,14.97223453,-27.13055394,-20.77557771
2.9661,-23.44,-6.309625,330.2422185,21.59686086,14.96686086,-27.31653446,-20.96273945
2.9802,-23.71,-6.2522,337.1000265,21.59804361,14.96804361,-27.26144963,-20.9073022
2.994,-23.97,-6.308,359.3911284,21.60157631,14.97157631,-27.31943348,-20.96568693
3.0081,-24.12,-6.4217,348.2399034,21.59986559,14.96986559,-27.42910071,-21.07605981
3.0212,-22.26,-6.373733333,364.3204104,21.60229914,14.97229914,-27.38446506,-21.03114783
3.0336,-21.57,-6.3326,392.2201817,21.6060479,14.9760479,-27.34777066,-20.9942372
3.0475,-21.66,-6.48875,411.7970236,21.60837509,14.97837509,-27.50283354,-21.15032755
3.0602,-24.28,-6.1492,353.7712802,21.60072765,14.97072765,-27.16318313,-20.8084106
3.0709,-22.21,-6.101,310.8222597,21.59322836,14.96322836,-27.10886055,-20.75368622
3.0821,-22.18,-6.027325,325.5807943,21.59602846,14.96602846,-27.0394096,-20.68379914
3.0939,-22.94,-6.124675,324.660772,21.59586135,14.96586135,-27.13454253,-20.77955245
3.1049,-23.89,-6.178675,251.712417,21.57872248,14.94872248,-27.17108028,-20.81622156
3.1237,-21.47,-6.2566,353.7313622,21.60072152,14.97072152,-27.26830643,-20.91422055
3.1365,-20.26,-6.19125,331.0907013,21.59700985,14.96700985,-27.20080382,-20.84625376
3.162,-21.26,-6.314,400.872459,21.60710447,14.97710447,-27.33056999,-20.97693078
3.1755,-21.43,-6.422,368.6949667,21.60292443,14.97292443,-27.43230639,-21.07930558
3.1908,-21.75,-6.148293333,397.2809729,21.60667148,14.97667148,-27.16795572,-20.81325159
3.2084,-22.05,-5.910666667,362.1294834,21.60198029,14.97198029,-26.93088648,-20.57460439
3.2252,-22.81,-6.068266667,378.0524887,21.6042134,14.9742134,-27.08728068,-20.73203416
3.2388,-21.81,-6.0744,281.8419231,21.58687671,14.95687671,-27.07677373,-20.72135003
3.2506,-23.94,-5.8389,315.0935514,21.59406572,14.96406572,-26.85309815,-20.49625836
3.2656,-23.57,-6.2022,356.4191096,21.60113083,14.97113083,-27.21544642,-20.86101781
3.2838,-20.73,-6.4588,337.6725596,21.59814018,14.96814018,-27.46377375,-21.11094855
3.3024,-19.62,-6.3472,453.6773734,21.61267918,14.98267918,-27.36837526,-21.01501791
3.3209,-21.3,-6.0444,313.5018605,21.59375634,14.96375634,-27.05395973,-20.69843008
3.3386,-21.19,-6.190568595,309.2881803,21.59292197,14.96292197,-27.19624419,-20.84163875
3.355,-22.27,-6.191652893,292.8835677,21.58944494,14.95944494,-27.19399458,-20.83935268
3.3695,-20.79,-6.19261157,278.3794895,21.5860294,14.9560294,-27.19168056,-20.83700215
3.3822,-20.24,-6.19345124,265.6759176,21.5827315,14.9527315,-27.18936204,-20.83464784
3.3956,-20.97,-6.19433719,252.2721488,21.57889172,14.94889172,-27.1865728,-20.83181634
3.4088,-23.99,-6.195209917,244.9906719,21.57662967,14.94662967,-27.18527302,-20.83049391
3.419,-22.94,-6.195884298,248.1968814,21.57764206,14.94764206,-27.18689722,-20.83213506
3.4277,-23.9,-6.196459504,250.9315894,21.57848512,14.94848512,-27.1882631,-20.83351513
3.4375,-21.06,-6.197107438,254.0120652,21.57941304,14.94941304,-27.18978096,-20.83504873
3.4498,-20.77,-6.197920661,257.8783766,21.5805463,14.9505463,-27.19165616,-20.83694327
3.4631,-22.79,-6.1988,262.0590222,21.58173406,14.95173406,-27.19364798,-20.83895554
3.4762,-22.23,-6.199666116,265.8668421,21.5827834,14.9527834,-27.19549503,-20.84082123
3.4882,-21.64,-6.200459504,268.852488,21.58358537,14.95358537,-27.19703534,-20.84237662
3.501,-21.99,-6.201305785,272.037177,21.58442141,14.95442141,-27.19865986,-20.84401698
3.5145,-22.16,-6.202198347,275.3960287,21.58528222,14.95528222,-27.20035326,-20.84572684
3.5276,-23.06,-6.203064463,278.6553589,21.58609768,14.95609768,-27.2019776,-20.84736689
3.5435,-23.78,-6.204115702,282.0066522,21.5869165,14.9569165,-27.20378634,-20.84919257
3.5593,-21.24,-6.205160331,276.0882027,21.58545701,14.95545701,-27.2034191,-20.8488138
3.5731,-19.78,-6.206072727,270.9189241,21.58413009,14.95413009,-27.20304868,-20.84843264
3.5863,-21.64,-6.206945455,265.9743968,21.5828126,14.9528126,-27.20264839,-20.8480215
3.6021,-22.64,-6.207990083,265.9838104,21.58281516,14.95281516,-27.20367338,-20.8490532
3.6225,-23.94,-6.209338843,269.0155607,21.58362866,14.95362866,-27.20576831,-20.8511669
3.6423,-24.08,-6.210647934,271.9581419,21.5844009,14.9544009,-27.20778509,-20.8532017
3.6577,-26.19,-6.211666116,274.2468162,21.58499007,14.95499007,-27.20934279,-20.85477326
3.6732,-22.23,-6.212690909,276.550352,21.58557322,14.95557322,-27.21090123,-20.85634553
3.69,-25.2,-6.213801653,279.0470876,21.58619441,14.95619441,-27.21258002,-20.85803917
3.7053,-22.35,-6.214813223,281.3209003,21.58675054,14.95675054,-27.21409978,-20.85957234
3.7211,-23.05,-6.215857851,281.4024383,21.58677031,14.95677031,-27.21514116,-20.86062065
3.7377,-22.77,-6.216955372,276.4041198,21.58553649,14.95553649,-27.21504061,-20.86051172
3.7548,-22.98,-6.21808595,271.2552496,21.58421796,14.95421796,-27.21489175,-20.86035364
3.7707,-23.29,-6.21913719,266.4677036,21.58294624,14.95294624,-27.21470981,-20.86016254
3.7849,-23.06,-6.220076033,262.1920336,21.58177123,14.95177123,-27.21450994,-20.859954
3.8018,-24.34,-6.221193388,269.8742296,21.58385575,14.95385575,-27.21758863,-20.86306586
3.8198,-24.29,-6.222383471,288.3499192,21.58841423,14.95841423,-27.22309427,-20.868636
3.8349,-23.47,-6.223381818,303.8489699,21.59181071,14.96181071,-27.2273057,-20.87289621
3.8499,-23.72,-6.224373554,319.2453778,21.59485817,14.96485817,-27.23117829,-20.87681318
3.8636,-23.16,-6.225279339,333.3074304,21.59739552,14.96739552,-27.234481,-20.88015335
3.8757,-24.43,-6.226079339,336.2554256,21.59790055,14.96790055,-27.23574498,-20.88142874
3.8883,-23.24,-6.226912397,327.7621333,21.59642093,14.96642093,-27.23515153,-20.88082216
3.9007,-23.12,-6.227732231,319.4036552,21.59488798,14.96488798,-27.23449435,-20.88015109
3.913,-23.08,-6.228545455,311.1125841,21.59328601,14.96328601,-27.23376498,-20.87940692
3.9242,-23.63,-6.22928595,303.562991,21.59175118,14.96175118,-27.23302836,-20.87865588
3.9408,-24.02,-6.230383471,292.3734154,21.58933055,14.95933055,-27.23179774,-20.87740207
3.961,-25.16,-6.231719008,278.757185,21.58612285,14.95612285,-27.23005064,-20.87562347
3.977,-22.41,-6.23277686,324.9868202,21.59592068,14.96592068,-27.24041568,-20.88611756
3.9936,-24.37,-6.23387438,373.2099976,21.60355443,14.97355443,-27.24875877,-20.89456294
4.0098,-21.84,-6.234945455,377.9883576,21.60420478,14.97420478,-27.25042645,-20.89624558
4.0441,-24.89,-6.237213223,290.4466201,21.58889491,14.95889491,-27.23806834,-20.8837109
4.0629,-23.04,-6.238456198,300.6931427,21.59114753,14.96114753,-27.24142999,-20.88710861
4.0802,-22.65,-6.2396,310.1221235,21.59308891,14.96308891,-27.24439819,-20.89010836
4.0942,-24.33,-6.24052562,317.7525127,21.59457562,14.96457562,-27.24671988,-20.89245452
4.1042,-24.51,-6.241186777,323.2027906,21.59559457,14.96559457,-27.2483373,-20.89408889
4.1156,-24.48,-6.241940496,329.4161075,21.59671505,14.96671505,-27.250142,-20.89591238
4.1297,-22.61,-6.242872727,336.1078191,21.59787547,14.96787547,-27.25215945,-20.89795028
4.1457,-24.23,-6.243930579,343.5640726,21.59911523,14.96911523,-27.25437541,-20.90018848
4.1609,-23.22,-6.244935537,350.6475134,21.60024416,14.97024416,-27.25643406,-20.90226764
4.1734,-25.19,-6.245761983,356.4727114,21.60113893,14.97113893,-27.25809502,-20.90394505
4.2152,-23.94,-6.24852562,375.9521735,21.60392967,14.97392967,-27.26345748,-20.90936001
4.2668,-23.7,-6.25193719,363.7554264,21.60221728,14.97221728,-27.26516642,-20.9110694
4.2984,-22.8,-6.254026446,350.6089547,21.60023814,14.97023814,-27.26532703,-20.91121866
4.332,-22.83,-6.256247934,336.6304277,21.59796416,14.96796416,-27.26533633,-20.91121379
4.3636,-24.69,-6.25833719,323.4839559,21.59564621,14.96564621,-27.26517434,-20.91103623
4.3866,-24.98,-6.259857851,313.9153214,21.59383701,14.96383701,-27.26494019,-20.91078922
4.4085,-24.81,-6.261305785,304.8043173,21.59200877,14.96200877,-27.26461671,-20.91045218
4.4326,-23.36,-6.262899174,304.3800873,21.59192097,14.96192097,-27.26609282,-20.91193739
4.4527,-22.48,-6.264228099,311.3354648,21.59333019,14.96333019,-27.26873548,-20.91460613
4.4703,-23.06,-6.265391736,317.4257455,21.59451341,14.96451341,-27.27100115,-20.91689401
4.4897,-22.67,-6.26667438,324.1388958,21.59576613,14.96576613,-27.27344948,-20.91936617
4.5102,-23.75,-6.268029752,331.2326887,21.59703471,14.96703471,-27.27598408,-20.92192528
4.5302,-22.23,-6.269352066,338.1534623,21.59822105,14.96822105,-27.27840803,-20.92437248
4.5494,-23.67,-6.270621488,344.7974049,21.59931513,14.96931513,-27.28069234,-20.92667857
4.5689,-21.98,-6.271910744,351.5451591,21.60038397,14.97038397,-27.28297204,-20.92897985
4.5854,-21.56,-6.273001653,356.8462317,21.60119531,14.97119531,-27.2848124,-20.93083731
4.6066,-24.13,-6.274403306,362.4839006,21.60203213,14.97203213,-27.28698119,-20.93302551
4.6294,-22.24,-6.275910744,368.547054,21.60290353,14.97290353,-27.28928645,-20.93535128
4.6521,-24.11,-6.27741157,374.5836146,21.60374309,14.97374309,-27.29155492,-20.93763982
4.6789,-24.54,-6.279183471,381.7104791,21.6047001,14.9747001,-27.29420055,-20.94030873
4.7051,-23.41,-6.280915702,388.6777869,21.60560176,14.97560176,-27.29675465,-20.94288515
4.7315,-21.76,-6.282661157,395.6982803,21.60647818,14.97647818,-27.29929766,-20.94545026
4.7578,-22.34,-6.2844,402.6921809,21.6073209,14.9773209,-27.3018021,-20.94797634
4.7856,-21.78,-6.286238017,410.0849732,21.60818044,14.97818044,-27.30441963,-20.95061634
4.8093,-23.81,-6.287804959,416.3874616,21.6088891,14.9788891,-27.30662816,-20.95284374
4.8256,-23.06,-6.288882645,420.7220844,21.60936417,14.97936417,-27.30813538,-20.95436377
4.8416,-23.29,-6.289940496,424.9769289,21.60982108,14.97982108,-27.30960588,-20.95584674
4.8582,-22.3,-6.291038017,429.39133,21.61028554,14.98028554,-27.31112241,-20.95737608
4.8756,-23.48,-6.29218843,405.6129477,21.60766423,14.97766423,-27.3097527,-20.95598102
4.8902,-21.77,-6.293153719,382.9108347,21.60485778,14.97485778,-27.30802549,-20.95422496
4.9036,-21.92,-6.294039669,362.0746487,21.60197226,14.97197226,-27.30614534,-20.95231446
4.935,-24.5,-6.296115702,313.2495563,21.59370702,14.96370702,-27.30030787,-20.94638712
4.9503,-23.2,-6.297127273,317.4466205,21.59451739,14.96451739,-27.30206965,-20.94816548
4.9607,-21.65,-6.297814876,321.2389973,21.59523142,14.96523142,-27.30342256,-20.9495317
4.9733,-20.04,-6.298647934,325.8336077,21.59607422,14.96607422,-27.30504047,-20.95116546
4.9884,-24.35,-6.299646281,323.3182285,21.59561578,14.96561578,-27.30558122,-20.95170687
5.0008,-22.86,-6.300466116,319.9155324,21.59498416,14.96498416,-27.30578234,-20.95190534
5.0147,-22.69,-6.301385124,319.765709,21.59495604,14.96495604,-27.30665514,-20.95278368
5.0234,-22.99,-6.301960331,319.6719346,21.59493842,14.96493842,-27.30720142,-20.95333341
5.0305,-21.4,-6.302429752,319.5954061,21.59492404,14.96492404,-27.30764723,-20.95378204
5.0382,-23.95,-6.302938843,319.5124103,21.59490844,14.96490844,-27.3081307,-20.95426857
5.0473,-22.42,-6.303540496,319.4143245,21.59488998,14.96488998,-27.30870206,-20.95484355
5.0559,-23.6,-6.304109091,367.7066667,21.60278447,14.97278447,-27.31677515,-20.96301879
5.0652,-21.45,-6.304723967,388.7796704,21.6056147,14.9756147,-27.32007173,-20.96635462
5.074,-22.39,-6.305305785,385.1516252,21.6051495,14.9751495,-27.32019832,-20.96647913
5.0813,-21.36,-6.30578843,382.1419968,21.6047569,14.9747569,-27.32029695,-20.96657595
5.0894,-21.83,-6.306323967,378.802546,21.60431396,14.97431396,-27.32039944,-20.96667634
5.0974,-20.62,-6.306852893,375.5043231,21.60386876,14.97386876,-27.32049331,-20.96676802
5.1042,-22.67,-6.307302479,372.7008336,21.60348415,14.97348415,-27.32056719,-20.96683998
5.1106,-22.6,-6.30772562,370.0622553,21.60311684,14.97311684,-27.32063166,-20.96690258
5.1182,-23.07,-6.308228099,366.9289435,21.60267379,14.97267379,-27.32070169,-20.96697029
5.1273,-21.43,-6.308829752,357.5957412,21.60130809,14.97130809,-27.31999031,-20.96624571
5.1348,-22.69,-6.30932562,349.0812411,21.59999848,14.96999848,-27.3192288,-20.96547103
5.1413,-20.94,-6.309755372,341.7020077,21.59881069,14.96881069,-27.31851855,-20.96474871
5.1516,-23.57,-6.310436364,330.0087609,21.59681973,14.96681973,-27.31728951,-20.96349918
5.1619,-22.18,-6.311117355,318.3155141,21.59468249,14.96468249,-27.3159212,-20.96210854
5.1693,-23.17,-6.311606612,309.9110964,21.59304675,14.96304675,-27.31484269,-20.96101275
5.1907,-22.56,-6.313021488,317.6186535,21.59455015,14.96455015,-27.31765908,-20.96385695
5.2027,-21.82,-6.313814876,329.6206575,21.59675122,14.96675122,-27.32053138,-20.96676179
5.2143,-22.59,-6.314581818,321.2904117,21.59524098,14.96524098,-27.31984418,-20.96606065
5.2253,-20.38,-6.315309091,313.3910406,21.59373469,14.96373469,-27.31912191,-20.96532423
5.2371,-21.09,-6.316089256,312.8976483,21.59363808,14.96363808,-27.3197936,-20.96599971
5.2538,-20.48,-6.317193388,345.7783643,21.5994731,14.9694731,-27.32643,-20.97271598
5.2718,-23.28,-6.318383471,381.2186569,21.6046352,14.9746352,-27.33250977,-20.97886778
5.2864,-22.55,-6.31934876,343.534139,21.59911036,14.96911036,-27.32819443,-20.97448967
5.3013,-23.26,-6.320333884,302.1697583,21.59145956,14.96145956,-27.3218743,-20.96808036
5.3185,-23.28,-6.321471074,374.6916327,21.60375786,14.97375786,-27.33469677,-20.98106357
5.3337,-24.08,-6.322476033,434.1953268,21.61078027,14.98078027,-27.34236643,-20.98882729
5.353,-21.45,-6.323752066,356.1363561,21.60108807,14.97108807,-27.33438762,-20.98073569
5.3738,-20.43,-6.325127273,344.8875788,21.59932969,14.96932969,-27.33405959,-20.98039452
5.3919,-22.97,-6.326323967,336.7120281,21.59797798,14.96797798,-27.33394403,-20.98026973
5.4067,-22.08,-6.327302479,314.9084188,21.59402989,14.96402989,-27.33114286,-20.97742555
5.4164,-23.51,-6.327943802,300.6182154,21.59113161,14.96113161,-27.32901114,-20.97526176
5.4289,-20.88,-6.328770248,324.2785982,21.59579165,14.96579165,-27.33425698,-20.98057105
5.4454,-19.63,-6.329861157,357.5366307,21.60129921,14.97129921,-27.34056856,-20.98695833
5.4638,-20.7,-6.331077686,363.3432437,21.6021574,14.9721574,-27.34257645,-20.98898471
5.4804,-22.25,-6.332175207,352.7598548,21.60057204,14.97057204,-27.34214135,-20.98853684
5.4939,-20.53,-6.333067769,344.152882,21.59921084,14.96921084,-27.34171905,-20.98810327
5.5088,-22.99,-6.334052893,338.7564024,21.5983221,14.9683221,-27.34183719,-20.98821661
5.5278,-21.34,-6.335309091,331.9210366,21.59715492,14.96715492,-27.34195556,-20.98832844
5.5489,-22.37,-6.336704132,349.2777687,21.60002942,14.97002942,-27.3460579,-20.99247558
5.5721,-21.2,-6.338238017,388.2563651,21.60554814,14.97554814,-27.35281362,-20.99930998
5.5954,-19.92,-6.339778512,327.6812,21.59640646,14.96640646,-27.3456179,-20.99201002
5.6171,-20.43,-6.341213223,320.8256118,21.5951544,14.9651544,-27.3458302,-20.99221588
5.6371,-21.01,-6.342535537,348.593452,21.59992151,14.96992151,-27.35166327,-20.99811689
5.6544,-22.02,-6.343679339,371.8089362,21.60336057,14.97336057,-27.35605715,-21.00256099
5.6734,-23.24,-6.344935537,345.5323404,21.59943357,14.96943357,-27.35354796,-21.00001084
5.6927,-23.97,-6.34621157,318.8408511,21.59478187,14.96478187,-27.3503682,-20.99678119
5.7091,-23.27,-6.347295868,298.1073054,21.59059366,14.96059366,-27.34744202,-20.99380967
5.7221,-23.1,-6.348155372,317.3010323,21.59448964,14.96448964,-27.35199269,-20.99841446
5.7337,-23.95,-6.348922314,341.6530948,21.59880265,14.96880265,-27.35684976,-21.00333025
5.7496,-22.39,-6.349973554,375.0322151,21.6038044,14.9738044,-27.36264081,-21.00919044
5.7679,-22.48,-6.33926,410.6047574,21.6082397,14.9782397,-27.35637656,-21.00291304
5.7865,-21.49,-6.3281,421.9474213,21.6094967,14.9794967,-27.34664937,-20.99313018
5.8004,-21.9,-6.321,422.8567568,21.60959455,14.97959455,-27.33979272,-20.98622935
5.8083,-23.7,-6.34075,300.7784615,21.59116564,14.96116564,-27.34157908,-20.98791201
5.8172,-20.81,-6.363,307.2751221,21.59251528,14.96251528,-27.36464379,-21.01113584
5.8302,-20.94,-6.3955,298.274648,21.5906298,14.9606298,-27.39466179,-21.04133813
5.8444,-21.76,-6.417555556,288.443361,21.58843581,14.95843581,-27.41416247,-21.06095246
5.859,-22.65,-6.409444444,282.6683979,21.58707589,14.95707589,-27.40492807,-21.05164922
5.8758,-23.4,-6.400111111,281.7270007,21.58684892,14.95684892,-27.39557587,-21.04223451
5.8892,-22.81,-6.392666667,280.9761244,21.58666679,14.95666679,-27.38811534,-21.0347241
5.8995,-23.45,-6.386944444,282.6813726,21.58707901,14.95707901,-27.38290648,-21.0294838
5.9114,-23.62,-6.380333333,286.0087748,21.58786919,14.95786919,-27.37718739,-21.02373229
5.9272,-23.61,-6.371555556,290.4266701,21.58889037,14.95889037,-27.36956734,-21.01606885
5.9497,-22.91,-6.5473,296.7179766,21.59029209,14.96029209,-27.54293214,-21.1905749
5.9666,-23.53,-6.3674,301.4434469,21.59130646,14.96130646,-27.36779991,-21.014305
5.9779,-22.18,-6.2431,312.5766044,21.59357506,14.96357506,-27.24828712,-20.89402574
5.9921,-23.64,-6.1415,333.9127674,21.59749995,14.96749995,-27.15257227,-20.79771023
6.0029,-23.25,-6.3035,350.1402716,21.60016483,14.97016483,-27.31368474,-20.9598918
6.0134,-21.25,-6.393,365.9170119,21.60252909,14.97252909,-27.40354325,-21.05035208
6.026,-24.76,-6.33,368.6498324,21.60291806,14.97291806,-27.34224576,-20.98865662
6.0393,-22.24,-6.3565,359.9070019,21.60165289,14.97165289,-27.36698086,-21.01354538
6.0515,-23.91,-6.4175,351.8872626,21.60043707,14.97043707,-27.42553356,-21.07247294
6.0628,-22.55,-6.474,345.7945275,21.5994757,14.9694757,-27.47992375,-21.1272124
6.079,-21.64,-6.5235,351.2895612,21.60034423,14.97034423,-27.52920395,-21.17681995
6.0978,-22.66,-6.5517,357.666514,21.60131871,14.97131871,-27.55773529,-21.20554376
6.1153,-23.02,-6.57795,364.7230691,21.60235732,14.97235732,-27.58441885,-21.23240812
6.1304,-23.76,-6.5946,371.2139544,21.60327781,14.97327781,-27.60159293,-21.24970014
6.1438,-23.42,-6.4137,376.9740779,21.60406812,14.97406812,-27.4252707,-21.07223109
6.1505,-22.79,-6.33095,379.8541396,21.60445428,14.97445428,-27.34463829,-20.9910744
6.1555,-22.13,-6.34045,382.0034394,21.60473867,14.97473867,-27.35420815,-21.00070855
6.1715,-22.59,-6.37085,388.8811987,21.6056276,14.9756276,-27.38481155,-21.03151742
6.1907,-23.21,-6.40733,397.1345099,21.60665366,14.97665366,-27.42149687,-21.0684488
6.2096,-22.73,-6.44324,405.258863,21.60762287,14.97762287,-27.45757006,-21.10476368
6.2429,-23.18,-6.50651,395.2749752,21.60642622,14.97642622,-27.51836274,-21.16594599
6.2764,-23.52,-6.5024,349.6907208,21.60009434,14.97009434,-27.5083122,-21.15579016
6.2961,-23.66,-6.431575,360.856087,21.60179319,14.97179319,-27.44060198,-21.08764828
6.3101,-24.77,-6.372075,380.2674127,21.60450922,14.97450922,-27.3849459,-21.03164564
6.3259,-23.48,-6.35065,378.572419,21.60428315,14.97428315,-27.36375876,-21.01031869
6.3642,-23.53,-6.46286,345.7403131,21.59946699,14.96946699,-27.46901099,-21.11622831
6.3793,-23.63,-6.43719,319.7128357,21.59494611,14.96494611,-27.43957986,-21.08657663
6.4272,-24.44,-6.35576,353.3523146,21.6006633,14.9706633,-27.36531435,-21.01186179
6.4539,-23.89,-6.31037,380.9919585,21.60460524,14.97460524,-27.32463723,-20.97094363
6.4702,-23.23,-6.34845,366.5531229,21.60262014,14.97262014,-27.36002198,-21.00654709
6.4881,-23.84,-6.433475,342.7177412,21.59897722,14.96897722,-27.43978102,-21.08680433
6.5079,-22.55,-6.47736,326.3369307,21.5961651,14.9661651,-27.48006116,-21.12732999
6.5477,-24.26,-6.41368,380.8720102,21.60458936,14.97458936,-27.42574736,-21.07271412
6.5614,-23.29,-6.428525,378.491431,21.6042723,14.9742723,-27.43997657,-21.08703431
6.5721,-24.12,-6.4459125,360.7276192,21.60177424,14.97177424,-27.45461828,-21.10175602
6.5844,-23.1,-6.4659,335.8959158,21.59783944,14.96783944,-27.47043734,-21.11765378
6.5977,-24.03,-6.4875125,388.7975325,21.60561697,14.97561697,-27.49899668,-21.14644836
6.6093,-22.68,-6.5063625,424.8990186,21.60981279,14.97981279,-27.52144208,-21.16906664
6.6175,-23.5,-6.5196875,408.6194341,21.60801251,14.97801251,-27.53277154,-21.18045884
6.6257,-23.77,-6.5330125,392.3398496,21.60606283,14.97606283,-27.54395883,-21.191707
6.6364,-23.66,-6.505866667,379.617616,21.60442279,14.97442279,-27.51582592,-21.16338006
6.648,-22.59,-6.444,382.062035,21.60474638,14.97474638,-27.45557563,-21.10273823
6.6577,-24.7,-6.392266667,384.1060751,21.60501381,14.97501381,-27.40519095,-21.05202609
6.6657,-20.21,-6.3496,385.7918813,21.60523223,14.97523223,-27.36363455,-21.01019962
6.6745,-23.57,-6.302666667,387.6462681,21.60547031,14.97547031,-27.31792046,-20.96418839
6.6844,-22.09,-6.249866667,389.7324533,21.60573543,14.97573543,-27.26648954,-20.91242318
6.6945,-22.8,-6.196,391.8607837,21.60600301,14.97600301,-27.21401688,-20.85960943
6.7245,-21.04,-6.064178571,398.182557,21.60678091,14.97678091,-27.08572417,-20.73048357
6.7364,-22.5,-6.075228571,400.6901938,21.60708268,14.97708268,-27.09682785,-20.74166167
6.7493,-22.93,-6.087207143,403.4085563,21.60740557,14.97740557,-27.10886057,-20.75377501
6.7798,-24.52,-6.115528571,371.7473351,21.60335202,14.97335202,-27.13272283,-20.77776776
6.7956,-21.22,-6.1302,336.9322814,21.59801526,14.96801526,-27.14200188,-20.78707401
6.8051,-23.77,-6.139021429,340.6784616,21.59864187,14.96864187,-27.15123353,-20.79636989
6.8133,-21.28,-6.146635714,343.9120066,21.59917177,14.96917177,-27.15919144,-20.8043831
6.8207,-21.35,-6.153507143,346.8300837,21.59964148,14.96964148,-27.16636488,-20.81160634
6.8393,-22.74,-6.170778571,354.1647101,21.60078794,14.97078794,-27.18436285,-20.82972905
6.8584,-21.36,-6.188514286,361.6965039,21.60191682,14.97191682,-27.20279852,-20.84829221
6.8666,-20.5,-6.184669231,364.9300488,21.60238718,14.97238718,-27.19948265,-20.84495763
6.8765,-23.24,-6.176673077,368.8339629,21.60294406,14.97294406,-27.19218586,-20.83761666
6.8898,-22.27,-6.165930769,374.0786151,21.60367389,14.97367389,-27.1823657,-20.82773692
6.9056,-23.42,-6.153169231,380.3091042,21.60451475,14.97451475,-27.17067474,-20.81597486
6.9249,-19.05,-6.137580769,387.9197649,21.60550523,14.97550523,-27.15635914,-20.80157195
6.9383,-19.39,-6.126757692,393.5423518,21.60621237,14.97621237,-27.14643835,-20.79159078
6.9454,-20.76,-6.121023077,396.6651605,21.60659645,14.97659645,-27.14119078,-20.78631134
6.952,-21.11,-6.115692308,399.5680532,21.60694811,14.97694811,-27.13630763,-20.78139849
6.9549,-22.55,-6.11335,400.8435667,21.60710101,14.97710101,-27.13416047,-20.77923826
6.9585,-22.59,-6.110442308,402.4269627,21.60728948,14.97728948,-27.13149375,-20.7765553
6.9666,-23.19,-6.1039,405.9896037,21.60770815,14.97770815,-27.12548851,-20.77051346
6.9749,-22.95,-6.097196154,409.6402112,21.6081296,14.9781296,-27.11932781,-20.76431515
6.9837,-21.98,-6.090088462,413.5107347,21.60856832,14.97856832,-27.11278824,-20.75773562