age,sig.am
2.51,75.76930261374149
2.5199999999999996,75.86386942931254
2.53,75.95777168740844
2.5399999999999996,76.05104515456868
2.55,76.14372559733285
2.5599999999999996,76.23584878224041
2.57,76.32745047583096
2.5799999999999996,76.418566444644
2.59,76.50923245521903
2.5999999999999996,76.59948427409564
2.61,76.68935766781333
2.6199999999999997,76.77888840291165
2.63,76.86809449244373
2.6399999999999997,76.95682717666006
2.65,77.04502384364993
2.6599999999999997,77.13265809707428
2.67,77.21970354059405
2.6799999999999997,77.30613377787014
2.69,77.39192241256345
2.6999999999999997,77.47704304833489
2.71,77.56146928884542
2.7199999999999998,77.6451747377559
2.73,77.72813299872728
2.7399999999999998,77.81031767542046
2.75,77.89170237149638
2.76,77.97226069061593
2.7699999999999996,78.05196623644004
2.78,78.13079261262959
2.79,78.20876254105497
2.8,78.28741078542818
2.8099999999999996,78.36727447200565
2.82,78.44807828419998
2.8299999999999996,78.52954690542384
2.84,78.6114050190898
2.8499999999999996,78.6933773086105
2.86,78.77518845739857
2.8699999999999997,78.85656314886663
2.88,78.93722606642729
2.8899999999999997,79.01690189349317
2.9,79.09531531347693
2.9099999999999997,79.17219100979113
2.92,79.24725366584845
2.9299999999999997,79.32022796506146
2.94,79.39083859084283
2.9499999999999997,79.45881022660515
2.96,79.52451618944606
2.9699999999999998,79.59146650226248
2.98,79.65976241099773
2.9899999999999998,79.72884469872952
3,79.79815414853552
3.01,79.86713154349346
3.0199999999999996,79.93521766668101
3.03,80.0018533011759
3.04,80.0664792300558
3.05,80.1285362363984
3.0599999999999996,80.18746510328143
3.07,80.24270661378256
3.08,80.2937015509795
3.09,80.33989069794997
3.0999999999999996,80.38071483777163
3.11,80.41561475352219
3.1199999999999997,80.44411719087725
3.13,80.46726969956264
3.1399999999999997,80.48579769546032
3.15,80.50003119672859
3.1599999999999997,80.51030022152567
3.17,80.51693478800985
3.1799999999999997,80.52026491433935
3.19,80.52062061867247
3.1999999999999997,80.51833191916747
3.21,80.51372883398258
3.2199999999999998,80.50714138127609
3.2299999999999995,80.49889957920627
3.2399999999999998,80.48933344593134
3.25,80.47877299960959
3.26,80.46754825839929
3.2699999999999996,80.45598924045866
3.28,80.44440287549457
3.29,80.43039182090511
3.3,80.41240339067963
3.3099999999999996,80.39075310632548
3.32,80.36575648935012
3.33,80.33772906126092
3.34,80.30698634356533
3.3499999999999996,80.27384385777067
3.36,80.23861712538444
3.3699999999999997,80.20162166791397
3.38,80.16317300686671
3.3899999999999997,80.12358666375006
3.4,80.08317816007138
3.4099999999999997,80.04226301733814
3.42,80.00115675705771
3.4299999999999997,79.96017490073751
3.44,79.91963296988492
3.4499999999999997,79.87984648600735
3.46,79.83401953683523
3.4699999999999998,79.7763602231491
3.4799999999999995,79.70869008603167
3.4899999999999998,79.63283066656554
3.5,79.55060350583342
3.51,79.463830144918
3.5199999999999996,79.37433212490187
3.53,79.28393098686776
3.54,79.19444827189828
3.55,79.10770552107613
3.5599999999999996,79.02552427548397
3.57,78.94972607620447
3.58,78.88213246432026
3.59,78.82456498091406
3.5999999999999996,78.77884516706845
3.61,78.74555532950258
3.62,78.71464668129587
3.63,78.68398014274952
3.6399999999999997,78.65413008104893
3.65,78.62567086337953
3.66,78.59917685692676
3.67,78.57522242887607
3.6799999999999997,78.55438194641286
3.6899999999999995,78.53722977672261
3.6999999999999997,78.52434028699071
3.71,78.51628784440261
3.7199999999999998,78.51364681614375
3.7299999999999995,78.51699156939954
3.7399999999999998,78.52691259885955
3.75,78.54373685372443
3.76,78.56693375881659
3.7699999999999996,78.5958636076542
3.78,78.62988669375534
3.79,78.66836331063818
3.8,78.71065375182086
3.8099999999999996,78.75611831082145
3.82,78.80411728115813
3.83,78.85401095634901
3.84,78.90515962991225
3.8499999999999996,78.95692359536594
3.86,79.00866314622822
3.87,79.05973857601724
3.88,79.10951017825111
3.8899999999999997,79.15733824644796
3.9,79.20296136622798
3.91,79.25790414521022
3.92,79.32639095094436
3.9299999999999997,79.40645155500714
3.9399999999999995,79.49611572897535
3.9499999999999997,79.59341324442578
3.96,79.6963738729352
3.9699999999999998,79.80302738608037
3.9799999999999995,79.91140355543807
3.9899999999999998,80.01953215258509
4,80.1254429490982
4.01,80.22716571655418
4.02,80.32273022652976
4.029999999999999,80.41016625060178
4.04,80.48750356034701
4.05,80.55277192734218
4.06,80.60407592510356
4.07,80.64861233974499
4.08,80.69192990133195
4.09,80.7337462443229
4.1,80.77377900317634
4.109999999999999,80.81174581235074
4.12,80.84736430630457
4.13,80.8803521194963
4.14,80.91042688638443
4.15,80.93730624142736
4.16,80.96070781908365
4.17,80.98034925381175
4.18,80.99594818007013
4.1899999999999995,81.00722223231726
4.199999999999999,81.01388904501162
4.21,81.0156662526117
4.22,81.01227148957594
4.2299999999999995,81.00339251117244
4.24,80.98796591902574
4.25,80.965994263332007
4.26,80.93804926375581
4.27,80.9047026399618
4.279999999999999,80.86652611161459
4.29,80.824091398378755
4.3,80.77797021991896
4.31,80.72873429589977
4.32,80.67695534598582
4.33,80.6232050898417
4.34,80.56805524713208
4.35,80.51207753752152
4.359999999999999,80.45584368067463
4.37,80.39992539625607
4.38,80.34489440393041
4.39,80.29132242336229
4.4,80.23531736287111
4.41,80.17120858112402
4.42,80.09994489037355
4.43,80.02253093319257
4.4399999999999995,79.93997135215386
4.449999999999999,79.85327078983026
4.46,79.7634338887946
4.47,79.67146529161967
4.4799999999999995,79.5783696408783
4.49,79.48515157914329
4.5,79.3928157489875
4.51,79.30236679298372
4.52,79.21480935370474
4.529999999999999,79.13114807372342
4.54,79.05238759561259
4.55,78.97953256194502
4.56,78.91142827830058
4.57,78.84248088474948
4.58,78.77260141533621
4.59,78.70208690287599
4.6,78.63123438018407
4.609999999999999,78.56034088007567
4.619999999999999,78.48970343536601
4.63,78.4196190788703
4.64,78.35038484340379
4.65,78.28229776178168
4.66,78.21565486681924
4.67,78.15075319133166
4.68,78.08788976813419
4.6899999999999995,78.02736163004202
4.699999999999999,77.9694658098704
4.71,77.91449934043456
4.72,77.86169354772115
4.73,77.80826025369792
4.74,77.75430721952384
4.75,77.70013804696265
4.76,77.64605633777806
4.77,77.59236569373381
4.779999999999999,77.53936971659365
4.79,77.48737200812131
4.8,77.43667617008049
4.8100000000000005,77.38758580423497
4.82,77.34040451234846
4.83,77.29543589618467
4.84,77.25298355750739
4.85,77.2133510980803
4.859999999999999,77.17684211966717
4.869999999999999,77.14376022403171
4.88,77.11385433379114
4.89,77.08249721900557
4.9,77.04931982084133
4.91,77.01523783412843
4.92,76.9811669536968
4.93,76.9480228743764
4.9399999999999995,76.91672129099727
4.949999999999999,76.88817789838932
4.96,76.8633083913825
4.97,76.84302846480684
4.98,76.82825381349228
4.99,76.81990013226878
5,76.81827796348209
5.01,76.82030186509309
5.02,76.8253362566519
5.029999999999999,76.83330957441918
5.04,76.84415025465557
5.05,76.85778673362171
5.0600000000000005,76.87414744757824
5.07,76.89316083278581
5.08,76.91475532550508
5.09,76.93885936199669
5.1,76.96540137852128
5.109999999999999,76.99430981133948
5.119999999999999,77.02551309671195
5.13,77.05893967089935
5.14,77.09451797016231
5.15,77.13217643076146
5.16,77.17339622798326
5.17,77.22221845401522
5.18,77.27806509166636
5.1899999999999995,77.34006087119178
5.199999999999999,77.40733052284645
5.21,77.47899877688542
5.22,77.55419036356376
5.23,77.63203001313646
5.24,77.71164245585857
5.25,77.79215242198514
5.26,77.87268464177119
5.27,77.95236384547175
5.279999999999999,78.03031476334185
5.29,78.10566212563657
5.3,78.17753066261089
5.3100000000000005,78.24504510451989
5.32,78.30733018161858
5.33,78.36819461749361
5.34,78.43621710990496
5.35,78.51043478631426
5.359999999999999,78.58958947189946
5.369999999999999,78.67242299183847
5.38,78.75767717130925
5.39,78.84409383548972
5.4,78.93041480955779
5.41,79.0153819186914
5.42,79.09773698806849
5.43,79.17622184286698
5.4399999999999995,79.24957830826482
5.449999999999999,79.31654820943992
5.46,79.3758733715702
5.47,79.42629561983362
5.48,79.46655677940811
5.49,79.49849086879225
5.5,79.5278484199927
5.51,79.55472535554914
5.52,79.57903212675951
5.529999999999999,79.60067918492177
5.54,79.61957698133386
5.55,79.63563596729371
5.5600000000000005,79.64876659409924
5.57,79.65887931304842
5.58,79.6658845754392
5.59,79.66969283256947
5.6,79.6702145357372
5.609999999999999,79.66736013624035
5.619999999999999,79.66104008537684
5.63,79.65116483444463
5.64,79.63764483474162
5.65,79.61995884155881
5.66,79.594337767595
5.67,79.5606232904712
5.68,79.519686012909645
5.6899999999999995,79.4723965376325
5.699999999999999,79.41962546736198
5.71,79.36224340482026
5.72,79.30112095272953
5.73,79.23712871381197
5.74,79.17113729078983
5.75,79.10401728638524
5.76,79.03663930332043
5.77,78.96987394431754
5.779999999999999,78.90459181209884
5.79,78.84166350938645
5.8,78.78195963890262
5.8100000000000005,78.72635080336947
5.82,78.6737919611232
5.83,78.61382193010448
5.84,78.54580987701648
5.85,78.4710586220078
5.859999999999999,78.3908709852271
5.869999999999999,78.30654978682296
5.88,78.21939784694409
5.89,78.13071798573908
5.9,78.04181302335658
5.91,77.95398577994521
5.92,77.86853907565363
5.93,77.78677573063047
5.9399999999999995,77.70999856502432
5.949999999999999,77.63951039898386
5.96,77.5766140526577
5.97,77.5226123461945
5.98,77.47797092800094
5.99,77.43591060309674
6,77.39487743503308
6.01,77.35513900972653
6.02,77.31696291309366
6.029999999999999,77.28061673105113
6.04,77.24636804951545
6.05,77.2144844544033
6.0600000000000005,77.18523353163123
6.07,77.15888286711585
6.08,77.13570004677378
6.09,77.11595265652159
6.1,77.09990828227588
6.109999999999999,77.08783450995324
6.119999999999999,77.07999892547029
6.13,77.07666911474361
6.14,77.0781106065827
6.15,77.08422705222569
6.16,77.09459957104754
6.17,77.10889477686533
6.18,77.126779283496
6.1899999999999995,77.14791970475665
6.199999999999999,77.17198265446426
6.21,77.19863474643589
6.22,77.22754259448854
6.23,77.25837281243925
6.24,77.29079201410502
6.25,77.3244668133029
6.26,77.35906382384992
6.27,77.39811712705131
6.279999999999999,77.44864080555537
6.29,77.50938580413657
6.3,77.57885358316163
6.3100000000000005,77.65554560299726
6.32,77.73796332401025
6.33,77.82460820656729
6.34,77.91398171103515
6.35,78.00458529778054
6.359999999999999,78.09492042717025
6.369999999999999,78.18348855957097
6.38,78.26879115534949
6.39,78.34932967487248
6.4,78.42360557850672
6.41,78.49012032661896
6.42,78.54737537957591
6.43,78.59826300050362
6.4399999999999995,78.6542232939217
6.449999999999999,78.71500238687541
6.46,78.77954660541918
6.47,78.84680227560736
6.48,78.9157157234944
6.49,78.98523327513466
6.5,79.05430125658256
6.51,79.12186599389244
6.52,79.18687381311877
6.53,79.24827104031591
6.54,79.30500400153825
6.55,79.35601902284021
6.56,79.40026243027617
6.57,79.43668054990053
6.58,79.4642197077677
6.59,79.48182622993204
6.6,79.48990477556094
6.609999999999999,79.49121389536027
6.62,79.48627078315822
6.63,79.47551141798324
6.64,79.45937177886375
6.6499999999999995,79.43828784482827
6.66,79.41269559490519
6.67,79.38303100812301
6.68,79.34973006351017
6.6899999999999995,79.3132287400951
6.7,79.27396301690628
6.71,79.23236887297215
6.72,79.18888228732118
6.7299999999999995,79.1439392389818
6.74,79.09797570698247
6.75,79.05142767035166
6.76,79.00270898708442
6.77,78.94087045686756
6.78,78.86623633522379
6.79,78.78123605947134
6.8,78.68829906692835
6.81,78.58985479491304
6.82,78.48833268074358
6.83,78.38616216173816
6.84,78.28577267521497
6.85,78.1895936584922
6.86,78.10005454888802
6.87,78.01958478372062
6.88,77.95019776198819
6.89,77.88026749051765
6.8999999999999995,77.80435273143169
6.91,77.72352389733744
6.92,77.638851400842
6.93,77.5514056545525
6.9399999999999995,77.46225707107608
6.95,77.37247606301982
6.96,77.28313304299088
6.97,77.19529842359638
6.9799999999999995,77.11004261744343
6.99,77.02843603713913
7,76.95154909529063
7.01,76.88045220450506
7.02,76.8162157773895
7.03,76.75991022655109
7.04,76.71260596459697
7.05,76.6739782113946
7.06,76.6403463173036
7.07,76.61107689273906
7.08,76.58577076421567
7.09,76.56402875824797
7.1,76.54545170135071
7.11,76.52964042003849
7.12,76.51619574082594
7.13,76.50471849022772
7.14,76.49480949475848
7.1499999999999995,76.48606958093286
7.16,76.47809957526547
7.17,76.47050030427104
7.18,76.46287259446414
7.1899999999999995,76.45481727235943
7.2,76.44593516447156
7.21,76.43687972176865
7.22,76.42962803651398
7.2299999999999995,76.42422424207994
7.24,76.42064921648728
7.25,76.41888383775672
7.26,76.41890898390908
7.27,76.42070553296506
7.28,76.42425436294546
7.29,76.42953635187098
7.3,76.43653237776242
7.31,76.44522331864053
7.32,76.45559005252606
7.33,76.46761345743974
7.34,76.48127441140235
7.35,76.49655379243467
7.36,76.5134324785574
7.37,76.53182751615549
7.38,76.55156078610146
7.39,76.5726545797376
7.3999999999999995,76.59514372178464
7.41,76.61906303696331
7.42,76.6444473499944
7.43,76.67133148559863
7.4399999999999995,76.69975026849673
7.45,76.72973852340952
7.46,76.76133107505767
7.47,76.794562748162
7.4799999999999995,76.8294683674432
